1464890347154 0.6
1464890348010 0.5
1464890363979 0.6
1464890365988 0.5
1464890366979 0.6
1464890373988 0.5
1464890374988 0.6
1464890375991 0.5
1464890380995 0.6
1464890389996 0.5
1464890395115 0.6
1464890403991 0.5
1464890407993 0.6
1464890408987 0.5
1464890410985 0.6
1464890422986 0.5
1464890424007 0.6
1464890430988 0.5
1464890432996 0.6
1464890434006 0.5
1464890435998 0.6
1464890437002 0.5
1464890438994 0.6
1464890529109 0.5
1464890530064 0.6
1464890818217 0.7
1464890819051 0.6
1464890910208 0.7
1464890911068 0.6
1464890975050 0.7
1464890977058 0.6
1464890978050 0.7
1464890980066 0.6
1464890988042 0.7
1464890989058 0.6
1464890990069 0.7
1464890991059 0.6
1464891000060 0.7
1464891005096 0.6
1464891006056 0.7
1464891008424 0.6
1464891013074 0.7
1464891014048 0.6
1464891016053 0.7
1464891018065 0.6
1464891019063 0.7
1464891021060 0.6
1464891022063 0.7
1464891028058 0.6
1464891034047 0.7
1464891039083 0.6
1464891040048 0.7
1464891042058 0.6
1464891045056 0.7
1464891046062 0.6
1464891048047 0.7
1464891049050 0.6
1464891058065 0.7
1464891065060 0.6
1464891067049 0.7
1464891068070 0.6
1464891070094 0.7
1464891071071 0.6
1464891072056 0.7
1464891074050 0.6
1464891075090 0.7
1464891077060 0.6
1464891078064 0.7
1464891081061 0.6
1464891082063 0.7
1464891084054 0.6
1464891085060 0.7
1464891094054 0.6
1464891095061 0.7
1464891100062 0.6
1464891103055 0.7
1464891104062 0.6
1464891106054 0.7
1464891107066 0.6
1464891109061 0.7
1464891110062 0.6
1464891112066 0.7
1464891113056 0.6
1464891119054 0.7
1464891122054 0.6
1464891123072 0.7
1464891125064 0.6
1464891129061 0.7
1464891130086 0.6
1464891132056 0.7
1464891138057 0.6
1464891139059 0.7
1464891154074 0.6
1464891155066 0.7
1464891164067 0.6
1464891167060 0.7
1464891168065 0.6
1464891170443 0.7
1464891170603 0.7
1464891171084 0.6
1464891173062 0.7
1464891174072 0.6
1464891176087 0.7
1464891177070 0.6
1464891179068 0.7
1464891180079 0.6
1464891185066 0.7
1464891192073 0.6
1464891194065 0.7
1464891195071 0.6
1464891197088 0.7
1464891198070 0.6
1464891199077 0.7
1464891204070 0.6
1464891205069 0.7
1464891226066 0.6
1464891228069 0.7
